Timestamp,Płeć ,Wiek,Kierunek studiów,Rok studiów,Jak często uprawiasz aktywność fizyczną?,Czy aktualnie stosujesz suplementy diety?  ,Jak często stosujesz suplementy?,Od jak dawna stosujesz suplementy?,Jakie suplementy stosujesz? (możesz wybrać więcej odpowiedzi),Czy zdarza Ci się przyjmować większą dawkę suplementu niż ta zalecana przez producenta na opakowaniu (np. dwie tabletki zamiast jednej)?  ,"Jeśli stosujesz więcej niż jeden preparat jednocześnie, czy sprawdzasz, czy ich składniki się nie powielają (np. czy witamina D nie znajduje się zarówno w multiwitaminie, jak i w osobnym preparacie)?  ","Czy decyzję o suplementacji konkretnego składnika (np. żelaza, witaminy D, magnezu) poprzedziłeś/aś wykonaniem badań krwi w celu stwierdzenia niedoboru?  ",Czy konsultujesz suplementację ze specjalistą?  ,Dlaczego stosujesz suplementy? (możesz wybrać więcej odpowiedzi),Skąd czerpiesz informacje o suplementach?,"Jak oceniasz swoją ogólną wiedzę o suplementach diety? Skala 1–5 (1 – bardzo niska, 5 – bardzo wysoka)",Jak oceniasz swoją wiedzę na temat bezpieczeństwa suplementacji? Skala 1–5,Jak oceniasz swoją wiedzę na temat interakcji suplementów z lekami?,Suplement diety to:,Czy suplementy muszą przechodzić badania kliniczne przed wprowadzeniem na rynek?,Nadmierne spożycie witaminy D może prowadzić do:,Kto odpowiada za bezpieczeństwo suplementów diety?,Czy suplementy mogą wchodzić w interakcje z lekami?,Czy suplementy mogą zawierać składniki w ilościach przekraczających zapotrzebowanie?,W jakiej formie najchętniej zdobywał(a)byś rzetelną wiedzę o suplementach?  ,Które źródło uznał(a)byś za najbardziej wiarygodne?,Co mogłoby zachęcić Cię do zdobywania wiedzy o suplementach?
2026/04/29 12:08:36 PM EET,Kobieta,23–25,Psychologia,IV,Rzadziej niż raz w tygodniu,Tak,Codziennie,3–12 miesięcy,Witamina D,Nigdy – stosuję się ściśle do zaleceń.,Stosuję tylko jeden preparat.,"Tak, każdą suplementację konsultuję z wynikami badań","Tak, z lekarzem",Poprawa zdrowia;Zapobieganie niedoborom,Lekarz,2,3,1,Środek spożywczy uzupełniający dietę,Tak,Nie wiem,Nie wiem,Nie wiem,Nie wiem,Od lekarza,Lekarz,Potrzeba
2026/05/04 08:53:31 PM EET,Kobieta,>25,Psychologia,IV,3–4 razy w tygodniu,Tak,Sporadycznie,>3 lat,Witamina D;Probiotyki,Nigdy – stosuję się ściśle do zaleceń.,Czasami zwracam na to uwagę,"Suplementy dobieram na podstawie własnych obserwacji (np. gorsze samopoczucie, wypadanie włosów).","Nie, nie konsultuję",Zapobieganie niedoborom;Wzmocnienie odporności,Lekarz;Znajomi/rodzina,5,4,4,Środek spożywczy uzupełniający dietę,Tak,Niedokrwistości,Producent,Tak,Nie,Krótkie filmy edukacyjne;Podcasty;Warsztaty na uczelni;Posty na Instagramie/TikToku,Naukowe portale internetowe,"Edukacja i szerzenie wiedzy poprzez projekty, warsztaty i zajęcia z zakresu biologii i nauk o człowieku "
2026/05/10 11:55:53 AM EET,Kobieta,>25,Psychologia,IV,3–4 razy w tygodniu,Nie,Sporadycznie,>3 lat,Witamina D;Magnez,Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Nie, stosuję suplementy bez wykonywania wcześniejszych badań.","Nie, nie konsultuję",Zapobieganie niedoborom,"Internet (artykuły, blogi)",4,5,4,Środek spożywczy uzupełniający dietę,Nie wiem,Nie wiem,Producent,Nie wiem,Nie,Artykuły popularnonaukowe,Naukowe portale internetowe,Interesujący wykład 
2026/05/12 1:14:29 pm EEST,Kobieta,23–25,Psychologia,IV,1–2 razy w tygodniu,Tak,Sporadycznie,3–12 miesięcy,Witamina D;Magnez;Witamina C;Multiwitaminy;Kwasy omega-3,Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.",Zrobiłem/am badania tylko w przypadku niektórych preparatów.,"Nie, nie konsultuję",Poprawa zdrowia;Zapobieganie niedoborom;Wzmocnienie odporności;Poprawa koncentracji;Poprawa samopoczucia,"Internet (artykuły, blogi);Media społecznościowe;Lekarz;Farmaceuta;Znajomi/rodzina",3,3,3,Środek spożywczy uzupełniający dietę,Nie wiem,Uszkodzenia nerek,Producent,Tak,Tak,Warsztaty na uczelni;Konsultacje z farmaceutą;Posty na Instagramie/TikToku,Naukowe portale internetowe,Nie wiem 
2026/05/12 5:19:49 pm EEST,Kobieta,>25,Psychologia,IV,1–2 razy w tygodniu,Tak,Codziennie,>3 lat,Witamina D;Magnez;Witamina C;Kwasy omega-3,Nigdy – stosuję się ściśle do zaleceń.,Stosuję tylko jeden preparat.,"Nie, stosuję suplementy bez wykonywania wcześniejszych badań.","Nie, nie konsultuję",Zapobieganie niedoborom;Wzmocnienie odporności;Poprawa samopoczucia,"Internet (artykuły, blogi);Farmaceuta",3,3,3,Środek spożywczy uzupełniający dietę,Nie,Brak skutków ubocznych,Producent,Tak,Tak,Artykuły popularnonaukowe,Naukowe portale internetowe,Nie wiem 
2026/03/30 09:49:30 PM EET,Kobieta,>25,Psychologia,IV,Rzadziej niż raz w tygodniu,Nie,Sporadycznie,< 3 miesięcy,Witamina D;Witamina C;Kwasy omega-3,Nigdy – stosuję się ściśle do zaleceń.,"Nie, nie sprawdzam tego.",Zrobiłem/am badania tylko w przypadku niektórych preparatów.,"Nie, nie konsultuję",Wzmocnienie odporności;Poprawa koncentracji,Lekarz,1,1,1,Nie wiem,Nie wiem,Nie wiem,Nie wiem,Tak,Tylko minerały,Infografiki;Posty na Instagramie/TikToku,Lekarz,Raczej nic
2026/03/17 11:14:11 pm EET,Kobieta,23–25,Psychologia kliniczna ,IV,1–2 razy w tygodniu,Tak,Codziennie,>3 lat,"Witamina D;Żelazo, ale jest to zarejestrowane jako lek, nie suplement (Ascofer), oraz ,,Merz Spezial”",Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.",Zrobiłem/am badania tylko w przypadku niektórych preparatów.,"Tak, z lekarzem","Poprawa zdrowia;Zapobieganie niedoborom;Poprawa wyglądu (skóra, włosy, paznokcie)","Internet (artykuły, blogi);Lekarz",3,4,5,Środek spożywczy uzupełniający dietę,Nie,Uszkodzenia nerek,Producent,Tak,Tak,Infografiki;Podcasty;Posty na Instagramie/TikToku;Artykuły popularnonaukowe,Instytucje zdrowia publicznego,"W moim przypadku są to moje choroby, niedoczynność tarczycy, insulinooporność, hiperlipidemia. "
2026/04/02 1:10:50 am EET,Kobieta,>25,Psychologia kliniczna i psychoterapia,I,1–2 razy w tygodniu,Tak,Codziennie,3–12 miesięcy,Witamina D;Witamina C;Kwasy omega-3;Adaptogeny (np. ashwagandha),Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Tak, każdą suplementację konsultuję z wynikami badań","Tak, z lekarzem","Poprawa zdrowia;Zapobieganie niedoborom;Wzmocnienie odporności;Poprawa wyglądu (skóra, włosy, paznokcie);Zwiększenie energii;Poprawa koncentracji;Poprawa samopoczucia","Internet (artykuły, blogi);Media społecznościowe;Lekarz;Dietetyk",2,4,2,Środek spożywczy uzupełniający dietę,Nie wiem,Nie wiem,Nie wiem,Nie wiem,Nie wiem,Krótkie filmy edukacyjne;Infografiki;Podcasty;Warsztaty na uczelni,Lekarz,"Warsztaty oparte na rzetelnej wiedzy, badaniach przeprowadzone przez kompetentna osobe , ktora potrafi przekazac wiedze w przystepny sposob, oraz mozliwosc konsultacji, doboru suplementow i regularne monitorowanie wynikow."
2026/05/14 06:12:28 PM EET,Kobieta,23–25,Psychologia kliniczna i psychoterapia,IV,1–2 razy w tygodniu,Tak,Codziennie,< 3 miesięcy,Witamina D;Magnez;Witamina C;Multiwitaminy;Kwasy omega-3;Probiotyki,"Często – uważam, że standardowe dawki są zbyt niskie.",Czasami zwracam na to uwagę,"Nie, stosuję suplementy bez wykonywania wcześniejszych badań.","Tak, z lekarzem","Poprawa zdrowia;Zapobieganie niedoborom;Wzmocnienie odporności;Poprawa wyglądu (skóra, włosy, paznokcie);Zwiększenie energii;Poprawa koncentracji;Poprawa samopoczucia","Internet (artykuły, blogi);Lekarz;Znajomi/rodzina",3,2,1,Środek spożywczy uzupełniający dietę,Tak,Nie wiem,Producent,Nie wiem,Tak,Krótkie filmy edukacyjne;Posty na Instagramie/TikToku,Lekarz,Filmiki w internecie
2026/05/12 3:55:51 pm EEST,Kobieta,>25,"Psychologia, Prawo",IV,Rzadziej niż raz w tygodniu,Tak,Codziennie,3–12 miesięcy,"Witamina D;Maślan sodu, kompleks witamin z grupy B",Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Tak, każdą suplementację konsultuję z wynikami badań","Tak, z lekarzem","Poprawa zdrowia;Zapobieganie niedoborom;Poprawa wyglądu (skóra, włosy, paznokcie);Zwiększenie energii","Internet (artykuły, blogi);Lekarz;Farmaceuta;Literatura",3,3,4,Środek spożywczy uzupełniający dietę,Nie,Uszkodzenia nerek,Producent,Tak,Tak,Infografiki;Konsultacje z farmaceutą;Artykuły popularnonaukowe,Lekarz,"Nie wiem, nic. "
